,group_id,title,year,cnt,fraction
15274,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",1999,109,0.01335949670241047
15977,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2000,89,0.010539054895450208
16670,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2001,92,0.009932534340118046
17002,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2002,85,0.008916105738720339
17706,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2003,53,0.005310222177692057
18194,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2004,89,0.009169028464167128
19085,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2005,29,0.00335741798348845
19820,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2006,39,0.0037389019324370835
20202,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2007,74,0.00774130646053869
20953,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2008,57,0.006104038517553929
21589,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2009,35,0.0035028162642764785
21888,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2010,91,0.00674049608569763
22648,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2011,81,0.005681065010320601
23099,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2012,99,0.006289843617968876
23755,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2013,155,0.008675526898331221
24860,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2014,190,0.00913975649764531
25202,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2015,170,0.007437487914082139
26248,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2016,200,0.008119440213313933
26586,B67C,"CLEANING, FILLING WITH LIQUIDS OR SEMILIQUIDS, OR EMPTYING, OF BOTTLES, JARS, CANS, CASKS, BARRELS, OR SIMILAR CONTAINERS, NOT OTHERWISE PROVIDED FOR; FUNNELS",2017,111,0.007762905480681205
185,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1976,171,0.06728071797575533
1037,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1977,134,0.05934770669831878
1609,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1978,141,0.05794433234567698
2193,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1979,105,0.0594163615683656
2883,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1980,153,0.06909726456123237
3829,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1981,176,0.07280639703479401
4356,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1982,149,0.06908703111234757
4655,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1983,101,0.04711084575629233
5719,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1984,146,0.05904070978256035
6221,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1985,236,0.08755560337311671
6942,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1986,195,0.07397572078907436
7215,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1987,333,0.10594062870831968
7685,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1988,252,0.08218213125660392
8484,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1989,374,0.09734259909945082
9593,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1990,443,0.11885565879035526
9614,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1991,473,0.11578607237975873
10496,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1992,414,0.09572033016577651
11137,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1993,432,0.09691574611663989
11931,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1994,505,0.10451699694727583
12386,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1995,408,0.08326156784797417
13399,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1996,461,0.08309360557754562
13756,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1997,429,0.06954396021242519
14327,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1998,598,0.07540850476788556
14755,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",1999,659,0.08076980116411468
15983,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2000,666,0.07886528719516672
16055,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2001,633,0.06834015475320351
17272,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2002,712,0.07468549748198684
17542,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2003,555,0.05560704355885079
18559,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2004,464,0.04780257536374772
19064,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2005,367,0.0424887034462159
19546,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2006,514,0.04927681008391438
19984,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2007,447,0.04676167551163236
20682,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2008,308,0.03298322567380018
21652,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2009,278,0.0278223691848246
22384,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2010,493,0.03651719307965859
22521,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2011,371,0.02602068047936967
23478,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2012,647,0.041106351725513766
23966,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2013,831,0.046512018403311255
24914,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2014,951,0.04574688646979311
25263,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2015,1104,0.04829992151262754
25858,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2016,1219,0.04948798810014842
26347,B67D,"DISPENSING, DELIVERING OR TRANSFERRING LIQUIDS, NOT OTHERWISE PROVIDED FOR ",2017,737,0.051542894948306744
299,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1976,3,0.0011803634732588655
943,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1977,10,0.004428933335695431
1620,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1978,3,0.0012328581350144038
2424,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1979,8,0.004526960881399283
3016,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1980,3,0.0013548483247300465
3753,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1981,5,0.00206836355212483
3963,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1982,5,0.0023183567487364957
4674,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1983,7,0.003265108121723231
5735,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1984,6,0.0024263305390093293
6110,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1985,9,0.003338984874398519
6667,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1986,7,0.002655538694992413
7485,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1987,1,0.00031814002615111015
7993,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1988,6,0.001956717410871522
8709,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1989,10,0.002602743291429166
9351,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1990,3,0.0008048915945170784
9943,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1991,3,0.000734372552091493
10737,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1992,9,0.0020808767427342723
11431,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1993,3,0.0006730260146988881
12067,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1994,3,0.0006208930511719357
12396,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1995,2,0.00040814494043124594
12825,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1996,4,0.0007209857316923698
13911,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1997,5,0.0008105356668114824
14509,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1998,8,0.0010088094283329171
15315,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,1999,5,0.0006128209496518564
15482,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2000,18,0.0021314942485180194
16384,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2001,15,0.001619434946758377
16978,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2002,12,0.001258744339584048
17523,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2003,15,0.0015028930691581295
18355,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2004,13,0.001339296292518794
18943,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2005,5,0.0005788651695669741
19825,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2006,12,0.0011504313638267948
20272,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2007,13,0.0013599592430676077
20667,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2008,16,0.0017134143207168926
21559,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2009,15,0.001501206970404205
21840,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2010,14,0.0010369993977996355
22698,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2011,4,0.0002805464202627457
23263,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2012,4,0.00025413509567551016
24157,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2013,7,0.00039179798895689385
24976,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2014,4,0.00019241592626621705
25108,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2015,5,0.00021874964453182764
25958,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2016,9,0.000365374809599127
26836,B68B,HARNESS; DEVICES USED IN CONNECTION THEREWITH; WHIPS OR THE LIKE,2017,6,0.00041961651246925436
326,B68C,SADDLES; STIRRUPS,1976,2,0.000786908982172577
1178,B68C,SADDLES; STIRRUPS,1977,4,0.0017715733342781724
1472,B68C,SADDLES; STIRRUPS,1978,1,0.000410952711671468
2422,B68C,SADDLES; STIRRUPS,1979,9,0.005092830991574194
2945,B68C,SADDLES; STIRRUPS,1980,7,0.003161312757703442
3239,B68C,SADDLES; STIRRUPS,1981,8,0.003309381683399728
4246,B68C,SADDLES; STIRRUPS,1982,4,0.0018546853989891965
4737,B68C,SADDLES; STIRRUPS,1983,6,0.0027986641043341977
5189,B68C,SADDLES; STIRRUPS,1984,4,0.0016175536926728862
6053,B68C,SADDLES; STIRRUPS,1985,9,0.003338984874398519
6916,B68C,SADDLES; STIRRUPS,1986,6,0.002276176024279211
7040,B68C,SADDLES; STIRRUPS,1987,8,0.0025451202092088812
7768,B68C,SADDLES; STIRRUPS,1988,8,0.002608956547828696
8718,B68C,SADDLES; STIRRUPS,1989,13,0.003383566278857916
9367,B68C,SADDLES; STIRRUPS,1990,14,0.003756160774413033
10117,B68C,SADDLES; STIRRUPS,1991,18,0.004406235312548959
10713,B68C,SADDLES; STIRRUPS,1992,16,0.0036993364315275946
11099,B68C,SADDLES; STIRRUPS,1993,15,0.0033651300734944406
11883,B68C,SADDLES; STIRRUPS,1994,22,0.004553215708594195
12487,B68C,SADDLES; STIRRUPS,1995,20,0.004081449404312459
12893,B68C,SADDLES; STIRRUPS,1996,9,0.001622217896307832
13800,B68C,SADDLES; STIRRUPS,1997,11,0.0017831784669852613
14452,B68C,SADDLES; STIRRUPS,1998,25,0.003152529463540366
15319,B68C,SADDLES; STIRRUPS,1999,11,0.0013482060892340841
15430,B68C,SADDLES; STIRRUPS,2000,24,0.0028419923313573593
16514,B68C,SADDLES; STIRRUPS,2001,24,0.0025910959148134033
16823,B68C,SADDLES; STIRRUPS,2002,35,0.0036713376571201398
17921,B68C,SADDLES; STIRRUPS,2003,31,0.0031059790095934675
18398,B68C,SADDLES; STIRRUPS,2004,24,0.002472547001573158
18713,B68C,SADDLES; STIRRUPS,2005,13,0.0015050494408741326
19487,B68C,SADDLES; STIRRUPS,2006,26,0.002492601288291389
20480,B68C,SADDLES; STIRRUPS,2007,27,0.0028245307356019544
20647,B68C,SADDLES; STIRRUPS,2008,25,0.0026772098761201446
21626,B68C,SADDLES; STIRRUPS,2009,26,0.0026020920820339554
21812,B68C,SADDLES; STIRRUPS,2010,5,0.00037035692778558405
22834,B68C,SADDLES; STIRRUPS,2011,21,0.0014728687063794153
23369,B68C,SADDLES; STIRRUPS,2012,23,0.0014612768001341834
23933,B68C,SADDLES; STIRRUPS,2013,19,0.001063451684311569
24453,B68C,SADDLES; STIRRUPS,2014,17,0.0008177676866314225
25105,B68C,SADDLES; STIRRUPS,2015,14,0.0006124990046891173
25792,B68C,SADDLES; STIRRUPS,2016,28,0.0011367216298639508
26823,B68C,SADDLES; STIRRUPS,2017,10,0.0006993608541154239
4822,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",1983,1,0.00046644401738903297
6541,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",1986,1,0.00037936267071320183
10081,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",1991,1,0.00024479085069716434
12192,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",1995,1,0.00020407247021562297
13124,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",1996,1,0.00018024643292309246
15129,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",1999,1,0.0001225641899303713
15718,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",2000,2,0.00023683269427977993
22218,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",2010,1,7.407138555711682e-05
25008,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",2014,1,4.8103981566554264e-05
25506,B68F,"MAKING ARTICLES FROM LEATHER, CANVAS, OR THE LIKE",2015,1,4.374992890636553e-05
273,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1976,10,0.003934544910862885
1058,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1977,18,0.007972080004251775
1457,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1978,12,0.004931432540057615
2490,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1979,7,0.003961090771224373
3185,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1980,7,0.003161312757703442
3429,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1981,7,0.002895708972974762
4421,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1982,5,0.0023183567487364957
4519,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1983,10,0.00466444017389033
5113,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1984,7,0.0028307189621775506
5813,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1985,4,0.0014839932775104528
6630,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1986,12,0.004552352048558422
7249,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1987,7,0.002226980183057771
7834,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1988,12,0.003913434821743044
8341,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1989,18,0.004684937924572499
9453,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1990,12,0.0032195663780683137
9874,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1991,10,0.0024479085069716434
10445,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1992,14,0.0032369193775866455
11513,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1993,12,0.0026921040587955525
12162,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1994,14,0.002897500905469033
12294,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1995,11,0.0022447971723718527
13337,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1996,9,0.001622217896307832
13890,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1997,19,0.003080035533883633
14536,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1998,12,0.0015132141424993757
15307,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",1999,9,0.0011030777093733416
15846,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2000,20,0.0023683269427977995
16136,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2001,14,0.0015114726169744852
17327,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2002,12,0.001258744339584048
17355,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2003,14,0.0014027001978809208
18494,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2004,10,0.0010302279173221491
19044,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2005,6,0.000694638203480369
19696,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2006,13,0.0012463006441456946
20511,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2007,9,0.0009415102452006516
20654,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2008,12,0.0012850607405376694
21322,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2009,8,0.0008006437175489094
21849,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2010,21,0.001555499096699453
23069,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2011,5,0.0003506830253284322
23167,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2012,13,0.0008259390609454079
24002,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2013,13,0.0007276248366342314
24521,B68G,"METHODS, EQUIPMENT, OR MACHINES FOR USE IN UPHOLSTERING; UPHOLSTERY NOT OTHERWISE PROVIDED FOR",2014,21,0.0010101836128976395
